114 ||| DISCUSSION ||| 6.36 ||| Patients who decline enrolment in these programmes do not have alternatives.,patients decline enrolment programmes alternatives,C0030705|G0000000|C1516879|G0000000|C1523987
"79 ||| DISCUSSION ||| 6.1 ||| To the best of our knowledge, this is the first study to investigate the effect of home-based CR compared to usual care (no rehabilitation) among elderly patients ≥65 years with coronary heart disease who declined participation in a centre-based programme.",knowledge study investigate home-based cr compared usual care rehabilitation elderly patients 65 coronary heart disease declined participation centre-based programme,C0376554|C0557651|C1292732|C0442519|C0201975|C1707455|C3538928|C1947933|C0034991|C0001792|C0030705|C0450371|C0018787|C0018787|C0012634|G0000000|C0679823|C0205099|C1709697
30 ||| METHODS ||| 2.20 ||| The home programme Patients received two home visits by a physiotherapist in a 6-week interval with the purpose of creating a training programme that could be performed at home and outside in local surroundings.,programme patients received visits physiotherapist 6-week interval purpose creating training programme performed local surroundings,C1709697|C0030705|C1514756|C0545082|C2362565|C0332174|C1272706|C1285529|C1706214|C0040607|C1709697|C0884358|C0205276|C1282914
"10 ||| INTRODUCTION ||| 1.10 ||| The aim of this study is, in a randomised design, to compare the effect of home-based CR with usual care (no rehabilitation) in a population of patients ≥65 years with coronary heart disease, who declined participation in a centre-based CR programme.",aim study randomised design compare home-based cr usual care rehabilitation population patients 65 coronary heart disease declined participation centre-based cr programme,C1947946|C0557651|G0000000|C1707689|C1707455|C0442519|C0201975|C3538928|C1947933|C0034991|C0032659|C0030705|C0450371|C0018787|C0018787|C0012634|G0000000|C0679823|C0205099|C0201975|C1709697
"87 ||| DISCUSSION ||| 6.9 ||| At 12 months, a significant decline in exercise capacity was found in both the home and usual care group reaching a level lower than at entrance to the study.",12 months decline exercise capacity usual care reaching level lower entrance study,C0450371|C0439231|G0000000|C0015259|C1516240|C3538928|C1947933|C2584321|C0441889|C0441994|C0337095|C0557651
"16 ||| METHODS ||| 2.6 ||| In order to ensure that all patients receive the CR treatment offer, the referral procedure is centralised and computerised with identification of patients from a database covering diagnosis and all invasive procedures performed in the catchments area of Bispebjerg University Hospital, Copenhagen.",ensure patients receive cr treatment offer referral procedure centralised computerised identification patients database covering diagnosis invasive procedures performed catchments bispebjerg university hospital copenhagen,C0218063|C0030705|C1514756|C0201975|C0039798|G0000000|C0034927|C0184661|G0000000|G0000000|C0020792|C0030705|C0242356|C0180153|C0011900|C0205281|C0025664|C0884358|G0000000|G0000000|C0041740|C0019994|G0000000
124 ||| DISCUSSION ||| 6.46 ||| This emphasises that close follow-up with continuous guidance beyond the initial rehabilitation period is important.,emphasises close follow-up continuous guidance initial rehabilitation period,G0000000|C0587267|C0589120|C0549178|C0150600|C0205265|C0034991|C0439531
"85 ||| DISCUSSION ||| 6.7 ||| After having ended the home programme, the gained improvement in exercise capacity was not sustained.",programme gained improvement exercise capacity sustained,C1709697|C1517378|C2986411|C0015259|C1516240|C0443318
20 ||| METHODS ||| 2.10 ||| The recruitment period was from January 2007 to July 2008.,recruitment period january 2007 july 2008,C2949735|C0439531|C3829466|G0000000|C3829447|G0000000
29 ||| METHODS ||| 2.19 ||| Intervention,intervention,C0886296
"41 ||| METHODS ||| 2.31 ||| Sociodemographic data included level of education, main employment status, contact to children, living alone and the need of weekly assistance at home.",sociodemographic data included level education main employment status contact children living weekly assistance,G0000000|C1511726|C0332257|C0441889|C0013621|C0205225|C0014003|C0449438|C0332158|C0008059|C0376558|C0332174|C0018896
"7 ||| INTRODUCTION ||| 1.7 ||| The home-based programmes had also better outcomes with regard to exercise capacity, total cholesterol, anxiety and depression score, although these data did not reach statistical significance.",home-based programmes outcomes regard exercise capacity total cholesterol anxiety depression score data reach statistical significance,C0442519|G0000000|C1274040|G0000000|C0015259|C1516240|C0439175|C0008377|C0003467|C0011570|C0449820|C1511726|C2584321|C0038215|C0237881
"71 ||| RESULTS ||| 5.10 ||| follow-up, the proportion of patients with a self-reported active lifestyle declined again in the home group with no changes in the usual care group.",follow-up proportion patients self-reported active lifestyle declined usual care,C0589120|C1709707|C0030705|C0681906|C0205177|C0023676|G0000000|C3538928|C1947933
"108 ||| DISCUSSION ||| 6.30 ||| In healthy elderly subjects, mean 6MWT is found to be approximately 659 m±74 m 28 and, in a recent RCT study from our group comparing home-based CR with centrebased CR 10 a baseline mean 6MWT of 340 m±122 m in the centre group was found.",healthy elderly subjects 6mwt 659 m74 28 rct study comparing home-based cr centrebased cr 10 baseline 6mwt 340 m122 centre,C3898900|C0001792|C0681850|G0000000|C1442061|G0000000|C0450371|G0000000|C0557651|C1707455|C0442519|C0201975|G0000000|C0201975|C0450371|C0168634|G0000000|C1442061|G0000000|C0205099
"119 ||| DISCUSSION ||| 6.41 ||| However, wide variations in the effect of intervention are often seen in exercise trials and our results are in concordance with other much larger exercise trials.",wide variations intervention exercise trials concordance larger exercise trials,C0332464|C0205419|C0886296|C0015259|C0008976|C0680240|C0549177|C0015259|C0008976
"83 ||| DISCUSSION ||| 6.5 ||| There was a trend towards clinical relevant improvement in 6MWT, but these changes were not statistically significant compared to the control group.",trend clinical relevant improvement 6mwt statistically compared control,C1521798|C0205210|C2347946|C2986411|G0000000|C0038215|C1707455|C0243148
19 ||| METHODS ||| 2.9 ||| Patients who declined participation in these offers were invited to participate in this study.,patients declined participation offers invited participate study,C0030705|G0000000|C0679823|G0000000|G0000000|G0000000|C0557651
39 ||| METHODS ||| 2.29 ||| Patients in the last three categories were classified as having an active lifestyle.,patients categories classified active lifestyle,C0030705|C0683312|C0008902|C0205177|C0023676
75 ||| RESULTS ||| 5.14 ||| There was no loss to follow-up.,loss follow-up,C1517945|C0589120
74 ||| RESULTS ||| 5.13 ||| A total of nine patients died during a mean follow-up of 4.5 years (usual care group n=5 and home group n=4).,total patients died follow-up 4 5 usual care n=5 n=4,C0439175|C0030705|C0011065|C0589120|G0000000|G0000000|C3538928|C1947933|C0369718|C0369718
22 ||| METHODS ||| 2.12 ||| Patients had to give informed consent before any trialrelated procedures.,patients informed consent trialrelated procedures,C0030705|C1522154|C1511481|G0000000|C0025664
"27 ||| METHODS ||| 2.17 ||| In addition, overall mortality data were Figure 1 Flowchart.",addition mortality data figure 1 flowchart,C0332287|C0026565|C1511726|G0000000|G0000000|C0016262
"101 ||| DISCUSSION ||| 6.23 ||| Age, comorbidity and disability are all found to be negatively correlated with physical activity 15 23 and adherence to training 6 24 25 and thus may have contributed significantly to the lack of sustained effect at 12 months.",age comorbidity disability negatively correlated physical activity 15 23 adherence training 6 24 25 contributed lack sustained 12 months,C0001779|C0009488|C0231170|G0000000|C1707520|C0031809|C0205177|C0450371|C0450371|C1510802|C0040607|G0000000|C0450371|C0450371|C1880177|C0332268|C0443318|C0450371|C0439231
99 ||| DISCUSSION ||| 6.21 ||| The discrepancy between studies may also be due to the differences in the enrolled populations.,discrepancy studies differences enrolled populations,C1290905|C0947630|C1705241|G0000000|C0032659
"84 ||| DISCUSSION ||| 6.6 ||| Although the study is small and conclusions must be drawn with caution, it could identify an intervention targeting this group of patients.",study conclusions drawn caution identify intervention targeting patients,C0557651|C1707478|C0013113|G0000000|G0000000|C0886296|C1521840|C0030705
"123 ||| DISCUSSION ||| 6.45 ||| After cessation of the home intervention, the gained improvement in exercise capacity was rapidly lost.",cessation intervention gained improvement exercise capacity rapidly lost,C1880019|C0886296|C1517378|C2986411|C0015259|C1516240|C0456962|C0745777
"36 ||| METHODS ||| 2.26 ||| All patients were offered dietary counselling and, if required, smoking cessation.",patients offered dietary counselling required smoking cessation,C0030705|C1444648|C0012155|C0010210|C1514873|C0037369|C1880019
96 ||| DISCUSSION ||| 6.18 ||| The HF-ACTION trial mainly included middle-aged men with no major comorbidities or limitations that could interfere with training.,hf-action trial included middle-aged major comorbidities limitations interfere training,C0018488|C0008976|C0332257|C0205847|C0205082|C0009488|C0449295|C0521102|C0040607
"66 ||| RESULTS ||| 5.5 ||| Of these, 29% accepted to participate in this study and 71% (n=100) did not receive any rehabilitation.",29% accepted participate study 71% n=100 receive rehabilitation,C0450371|C1272684|G0000000|C0557651|C0450371|C0369718|C1514756|C0034991
58 ||| STATISTICAL ANALYSIS ||| 4.3 ||| All the models were adjusted for age and gender.,models adjusted age gender,C3161035|C0456081|C0001779|C0079399
"107 ||| DISCUSSION ||| 6.29 ||| For comparison, a recent very large nationwide study, including 234 000 patients (median age 68 years in men and 75 years in women) with first time acute MI, found that only 6% of that population had CMI≥3.",comparison nationwide study including 234 000 patients median age 68 75 women time acute mi 6% population cmi3,C1707455|G0000000|C0557651|C0332257|C1442061|C1442061|C0030705|C0549183|C0001779|C0450371|C0450371|C0043210|C0040223|C0205178|C3810814|G0000000|C0032659|G0000000
"28 ||| METHODS ||| 2.18 ||| The study was approved by the local ethic committee ( jr.nr.KF01327990), the Danish Data Protection Agency ( j.nr.",study approved local ethic committee jr nr kf01327990 danish data protection agency nr,C0557651|C0205540|C0205276|C0015000|C2699414|C1708595|C0027496|G0000000|G0000000|C1511726|C1545588|C0237463|C0027496
"106 ||| DISCUSSION ||| 6.28 ||| Coronary heart disease is one of the leading causes of disability and, with increasing age, other chronic noncardiac conditions further limit function.",coronary heart disease leading disability increasing age chronic noncardiac conditions limit function,C0018787|C0018787|C0012634|C0332152|C0231170|C0442808|C0001779|C0205191|G0000000|C0012634|C0439801|C0031843
"65 ||| RESULTS ||| 5.4 ||| Of eligible patients to receive CR (n=284), a total of 49% (n=140) declined to participate in the centre-based programme (figure 1).",eligible patients receive cr n=284 total 49% n=140 declined participate centre-based programme figure 1,C1548635|C0030705|C1514756|C0201975|C0369718|C0439175|C0450371|C0369718|G0000000|G0000000|C0205099|C1709697|G0000000|G0000000
"92 ||| DISCUSSION ||| 6.14 ||| The discrepancy could be caused by the duration of our home intervention that may have been too short to maintain changes in lifestyle at 12 months follow-up, but our home intervention is in line with other home-based programmes.",discrepancy caused duration intervention short maintain lifestyle 12 months follow-up intervention home-based programmes,C1290905|C0015127|C0449238|C0886296|C1282927|C0024501|C0023676|C0450371|C0439231|C0589120|C0886296|C0442519|G0000000
60 ||| STATISTICAL ANALYSIS ||| 4.5 ||| Data were analysed by intention to treat.,data analysed intention treat,C1511726|G0000000|C0162425|C0087111
103 ||| DISCUSSION ||| 6.25 ||| Our population had a favorable cardiovascular risk factor control and low anxiety and depression score (HADS score <8 is within normal rage) 32 33 at entrance to the study why a further improvement could not be expected.,population favorable cardiovascular risk factor control low anxiety depression score hads score <8 normal rage 32 33 entrance study improvement expected,C0032659|C3640814|C0007226|C0035647|C1521761|C0243148|C0205251|C0003467|C0011570|C0449820|C0048008|C0449820|G0000000|C0205307|C0034634|C0450371|C0450371|C0337095|C0557651|C2986411|C1517001
"25 ||| METHODS ||| 2.15 ||| Because of the nature of the intervention, concealment of randomisation was not feasible with regard to both patients and researcher.",nature intervention concealment randomisation feasible regard patients researcher,C0349590|C0886296|G0000000|C0034656|G0000000|G0000000|C0030705|C0035173
"40 ||| METHODS ||| 2.30 ||| Medication included the use of diuretics, β-blockers, calcium antagonists, lipid-lowering drugs, antithrombotics, antidiabetic and antidepressive treatment.",medication included diuretics -blockers calcium antagonists lipid-lowering drugs antithrombotics antidiabetic antidepressive treatment,C0013227|C0332257|C0012798|G0000000|C0006675|C0243076|C0023779|C0013227|G0000000|C0935929|C0003289|C0039798
